# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                N
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     400
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.0002820
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -20.206 -1.606
# Athena.pre_edge_line:          0.002421 - 4.14502e-006 * E
# Athena.normalization_range:    19.827 50.632
# Athena.post_edge_polynomial:   0.003208 - 5.40903e-006 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 185.624
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 6.980
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 4.980
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        nbkg        flat        fbkg        nder        nsec
  410.22422        1.3506098        1.4417197        1.3964098        1.4876280      -0.57020284E-01    1.4773074
  410.34219        1.3174333        1.4359801        1.3637648        1.4824172       0.32996295        2.4655563
  410.44580        1.4237236        1.4307809        1.4705110        1.4776825       0.48930285       -3.3340555
  410.55850        1.4232737        1.4249722        1.4705663        1.4723789      -0.39122192       -4.9592776
  410.66055        1.3397103        1.4195857        1.3874670        1.4674498      -0.57568267        2.6372172
  410.77334        1.2995919        1.4135061        1.3478574        1.4618758       0.17536759        5.8912241
  410.86885        1.3762395        1.4082651        1.4249269        1.4570629       0.65146403       0.69570610
  410.97578        1.4314753        1.4023076        1.4806376        1.4515847       0.31620737       -3.3356223
  411.06670        1.4388016        1.3971770        1.4883708        1.4468616      -0.84938502E-02  -0.88091707
  411.17119        1.4298155        1.3912168        1.4798538        1.4413698       0.14406728       -1.0046358
  411.25771        1.4663207        1.3862380        1.5167439        1.4367788      -0.20039497       -1.7850291
  411.34756        1.3944724        1.3810340        1.4453041        1.4319775      -0.17075330        3.9518282
  411.44883        1.4336874        1.3751357        1.4849699        1.4265331       0.55485196        1.8502989
  411.53525        1.4986155        1.3700824        1.5502801        1.4218672       0.17653910       -4.6298808
  411.63984        1.4674092        1.3639530        1.5195451        1.4162067      -0.32952750      -0.38032324
  411.72305        1.4367325        1.3590734        1.4892439        1.4117000       0.10511706        4.2989144
  411.82187        1.4865438        1.3532819        1.5394941        1.4063515       0.45300947       0.46376056E-01
  411.90947        1.5211852        1.3481604        1.5745254        1.4016226       0.11376275       -3.5201243
