# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                C
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     285.910
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              12141.2629102
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -8.364 -1.857
# Athena.pre_edge_line:          7714.253195 - 19.6686 * E
# Athena.normalization_range:    18.789 37.283
# Athena.post_edge_polynomial:   71811.074595 - 201.389 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 38.795
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 3.191
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                1.191 3.000
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        flat        fbkg        nder        nsec
  292.20520        1.1537381        1.2479592      -0.67786911E-01   0.12889599       0.30680481
  292.27210        1.1498337        1.2450562      -0.66677233E-01   0.70352811E-01   -1.0075857
  292.33910        1.1631583        1.2593836      -0.65565896E-01  -0.60197342E-02   -2.8373695
  292.40600        1.1490277        1.2462542      -0.64456217E-01  -0.30957097       -1.4424081
  292.47290        1.1217378        1.2199656      -0.63346539E-01  -0.19901394        1.4787000
  292.53980        1.1223996        1.2216288      -0.62236861E-01  -0.11172091      -0.50934743
  292.60680        1.1067783        1.2070103      -0.61125523E-01  -0.26721556       0.65659223
  292.67370        1.0866195        1.1878527      -0.60015845E-01  -0.23803211E-01    1.4369992
  292.74060        1.1035935        1.2058280      -0.58906167E-01  -0.74945070E-01   -2.0029320
  292.80750        1.0765918        1.1798276      -0.57796488E-01  -0.29179551       0.85097479
  292.87450        1.0645220        1.1687607      -0.56685151E-01   0.39000454E-01    1.6008306
  292.94140        1.0818140        1.1870539      -0.55575473E-01  -0.77444299E-01   -2.2720309
  293.00830        1.0541600        1.1604012      -0.54465795E-01  -0.26499728      -0.95795032
  293.07520        1.0463573        1.1535999      -0.53356116E-01  -0.20561805        1.0770866
  293.14220        1.0266277        1.1348731      -0.52244779E-01  -0.12077539       0.25624408
  293.20910        1.0301855        1.1394321      -0.51135101E-01  -0.17130697      -0.50229799
  293.27600        1.0037069        1.1139548      -0.50025423E-01  -0.18798286      -0.82920872
  293.34290        1.0050334        1.1162826      -0.48915744E-01  -0.28225510       -1.4711733
  293.40990       0.96591290        1.0781650      -0.47804407E-01  -0.38497297        2.0158788
  293.47680       0.95348551        1.0667389      -0.46694729E-01  -0.12328918E-01    2.3891924
  293.54370       0.96426329        1.0785179      -0.45585050E-01  -0.65299031E-01  -0.83152123
  293.61060       0.94474850        1.0600045      -0.44475372E-01  -0.12358646      -0.86427757
  293.67760       0.94771506        1.0639738      -0.43364035E-01  -0.18102580       -1.0058906
  293.74450       0.92050915        1.0377692      -0.42254357E-01  -0.25827522       0.83184448
  293.81140       0.91315784        1.0314192      -0.41144678E-01  -0.69725006E-01    1.6177108
  293.87830       0.91117994        1.0304426      -0.40035000E-01  -0.41825516E-01   0.40736538
  293.94530       0.90755740        1.0278229      -0.38923663E-01  -0.15178781E-01  -0.55117862
  294.01220       0.90914750        1.0304143      -0.37813985E-01  -0.11562833       -1.5856331
  294.07910       0.89208633        1.0143544      -0.36704306E-01  -0.22733648      -0.49755106
  294.14600       0.87872988        1.0019992      -0.35594628E-01  -0.18220066        1.7699937
  294.21300       0.86768966       0.99196182      -0.34483291E-01   0.96656709E-02    1.5655377
  294.27990       0.88002412        1.0052976      -0.33373612E-01   0.27424828E-01  -0.27309861
  294.34680       0.87135911       0.99763387      -0.32263934E-01  -0.26874924E-01   0.18747031
  294.41370       0.87642825        1.0037043      -0.31154256E-01   0.52508356E-01  -0.32967811
  294.48070       0.87838997        1.0066688      -0.30042919E-01  -0.71018823E-01  -0.40841273
  294.54760       0.86691883       0.99619900      -0.28933240E-01  -0.21781086E-02    1.5839373
  294.61450       0.87809854        1.0083800      -0.27823562E-01   0.14091199       0.66979659
  294.68140       0.88577286        1.0170556      -0.26713884E-01   0.87440676E-01   -1.5674569
  294.74840       0.88980685        1.0220924      -0.25602547E-01  -0.68970493E-01   -1.7351261
  294.81530       0.87653771        1.0098246      -0.24492868E-01  -0.14489270      -0.43221600
  294.88220       0.87042021        1.0047084      -0.23383190E-01  -0.12680099       0.89820372
  294.94910       0.85957173       0.99486120      -0.22273511E-01  -0.24713046E-01    1.5550848
  295.01610       0.86711113        1.0034034      -0.21162174E-01   0.81424862E-01   0.54177850
  295.08300       0.87047452        1.0077681      -0.20052496E-01   0.47831095E-01   -1.2474481
  295.14990       0.87351093        1.0118058      -0.18942818E-01  -0.85483691E-01  -0.43529703
  295.21680       0.85903680       0.99833298      -0.17833139E-01  -0.10411648E-01    1.1231262
