energy	step1_	g1_	g2_	g3_
289.294	0.3161720758502424	4.054628769841921e-12	0.5709028920682463	0.002129446291537635
289.421	0.42147184733675824	2.0661773975317255e-13	0.4614668541615178	0.0038811858097546185
289.548	0.5467554354509396	9.03741058160751e-15	0.3609303500240359	0.006844895148091037
289.675	0.6595065526443509	3.3929723336613473e-16	0.27315610667144347	0.011680832220817077
289.802	0.7414250789841883	1.0933935854293108e-17	0.20003364394154668	0.019287919864016664
289.929	0.7967580069001217	3.024353995026005e-19	0.14174240580693942	0.03081779919957945
290.055	0.8342750908597029	7.399441829956575e-21	0.09748719002552689	0.047488492149968496
290.182	0.8610670303396594	1.5097228254635806e-22	0.06469431367850179	0.07106019784336386
290.309	0.8807634089533664	2.643963042057656e-24	0.04154218050363435	0.10288902825434143
290.436	0.8957476829278821	3.974417050910419e-26	0.02581172847776582	0.1441505619393325
