# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                C
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     286.008
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.0012555
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -10.039 -2.599
# Athena.pre_edge_line:          0.002669 - 4.98651e-006 * E
# Athena.normalization_range:    20.381 29.514
# Athena.post_edge_polynomial:   0.011799 - 3.25196e-005 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 183.185
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 6.934
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 4.937
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        nbkg        flat        fbkg        nder        nsec
  304.68750       0.68639077       0.66947425        1.0960400        1.0791399      -0.16957111      -0.23916154
  304.81543       0.65971464       0.66513713        1.0721700        1.0776082       0.69054260E-01  -0.62903254
  304.91504       0.70210331       0.66174328        1.1167421        1.0763988      -0.31270061       -2.8310487
  305.02637       0.59375436       0.65793362        1.0108371        1.0750306      -0.52812008        2.1292605
  305.13770       0.58451410       0.65410749        1.0040385        1.0736459       0.16139244        4.5314460
  305.23242       0.62701003       0.65083969        1.0486108        1.0724554       0.40560566      -0.35372766
  305.33252       0.66353590       0.64737511        1.0873309        1.0711860       0.92477728E-01   -4.4099734
  305.43262       0.64552363       0.64389942        1.0715142        1.0699055      -0.47725029       -1.2964853
  305.51025       0.57871211       0.64119646        1.0064069        1.0689051      -0.13795231        3.3085127
  305.61621       0.62019646       0.63749804        1.0502139        1.0675303       0.13017179        1.1308697
  305.69434       0.60267439       0.63476455        1.0344055        1.0665101       0.70220456E-01   -1.7042537
  305.78857       0.63229989       0.63146044        1.0660969        1.0652726      -0.16357899       -1.0971649
  305.88281       0.57184358       0.62814940        1.0077087        1.0640282      -0.13656946        2.2559397
  305.95557       0.60949385       0.62558886        1.0469536        1.0630632       0.21314535        1.6897217
  306.04980       0.60743719       0.62226704        1.0469636        1.0618080       0.14560088      -0.73346043
  306.13916       0.63622527       0.61911249        1.0777106        1.0606130       0.78486562E-01   -2.6680001
  306.24463       0.62272827       0.61538372        1.0665268        1.0591972      -0.37419011      -0.78753715
  306.35010       0.55729454       0.61164994        1.0034076        1.0577763      -0.87634556E-01    1.2769440
  306.45020       0.60471355       0.60810245        1.0530206        1.0564240      -0.11169333      -0.65116229
  306.56152       0.53367970       0.60415344       0.98442991        1.0549164      -0.22530700       0.68688934
  306.68945       0.55080709       0.59961222        1.0043624        1.0531807       0.52650304E-01   0.58025747
  306.79492       0.54596821       0.59586665        1.0018365        1.0517481      -0.89875775E-01  -0.24332720E-01
  306.91211       0.53079569       0.59170427       0.98923431        1.0501556       0.47232471E-01   0.56423377
  307.01758       0.55648481       0.58795847        1.0172357        1.0487227       0.35754373E-01   -1.1940736
  307.11816       0.53816304       0.58438719        1.0011203        1.0473573      -0.19881200      -0.37872540
  307.22949       0.51435374       0.58043668       0.97975297        1.0458482      -0.44502880E-01   0.14506236E-01
  307.31250       0.52951454       0.57749317       0.99673376        1.0447251      -0.19599292       0.20997948
  307.41797       0.47741366       0.57375643       0.94694707        1.0433013      -0.49266617E-02    1.9172195
  307.51855       0.52849937       0.57019679        1.0002374        1.0419475       0.19905918      -0.51729281
  307.59668       0.51298771       0.56743527       0.98643940        1.0408992      -0.97372525E-01   -1.5285761
  307.69629       0.51119293       0.56391903       0.98682909        1.0395674      -0.72621382E-01    1.3953973
  307.78516       0.49930028       0.56078698       0.97688559        1.0383842       0.16562722        2.3594487
  307.87500       0.54079232       0.55762583        1.0203469        1.0371934       0.34903782       -1.6002883
  307.96924       0.56355186       0.55431638        1.0451726        1.0359506      -0.12895706       -3.7773713
  308.06396       0.51642397       0.55099690        1.0001231        1.0347084      -0.36475240        2.0507621
  308.15820       0.49462649       0.54770221       0.98039284        1.0334804       0.25856479        1.8645723
  308.24219       0.56250609       0.54477297        1.0501126        1.0323929      -0.32443283E-01   -3.9335782
  308.33643       0.48884436       0.54149444       0.97851927        1.0311810      -0.44248815       0.70513158
  308.43115       0.47889140       0.53820842       0.97064390        1.0299724       0.10080177        2.2469369
  308.51465       0.50680952       0.53532035        1.0003924        1.0289154      -0.42033205E-01  -0.62400224
  308.61475       0.47117437       0.53186901       0.96695326        1.0276592      -0.13761177E-01    1.4937430
  308.71484       0.50405459       0.52843031        1.0020278        1.0264156       0.25700713       0.90194617
  308.80371       0.51973967       0.52538859        1.0196614        1.0253228       0.15667490       -1.4269647
  308.92041       0.53626170       0.52141108        1.0387423        1.0239045      -0.36329004E-01  -0.11855525
  310.42920       0.46068729       0.47221445       0.99625743        1.0077956      -0.36035274E-01   0.65097442E-02
  312.11084       0.42129370       0.42439065       0.99374317       0.99685021      -0.15560124E-01   0.38202057E-02
  313.85986       0.40730574       0.38605550        1.0181117       0.99687116      -0.22929431E-01   0.60294484E-03
